var name,label,var type,dataset
V0101,"V0101 - CJ8_OFF_4: Collapsed offense type (Offense(s) being held for) # 4 - Held, not awaiting trial (CAPI variable)CJ8. For what offenses are you [HELD_FILL]?  (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE 
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0102,"V0102 - CJ8_OFF_5: Collapsed offense type (Offense(s) being held for) # 5 - Held, not awaiting trial (CAPI variable)CJ8. For what offenses are you [HELD_FILL]?  (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE 
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0103,"V0103 - CJ9a: Month arrested (suppressed)CJ9a. In what month and year were you arrested [HELD_FILL2]?  2-DIGIT MONTH:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0104,"V0104 - CJ9b: Year arrestedCJ9b. In what month and year were you arrested for or charged with [the offense/those offenses] for which you are now being held 
for [fill from CJ6]?  4-DIGIT YEAR:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0105,"V0105 - CJ10a: Date admitted to prison (mo) (suppressed)CJ10a. On what date were you admitted to prison [HELD_FILL2]?  2-DIGIT MONTH:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0106,"V0106 - CJ10b: Date admitted to prison (day) (suppressed)CJ10b. On what date were you admitted to prison for [that offense/those offenses]?   2-DIGIT DAY:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0107,"V0107 - CJ10c: Date admitted to prison (yr)CJ10c. On what date were you admitted to prison for [that offense/those offenses]?  4-DIGIT YEAR:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0108,"V0108 - CJ11TYPE: Offenses(s) inmate is now in prison - type(s)CJ11TYPE. For what offenses are you now in prison?Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0109,"V0109 - CJ11_1: Name of offense(s) - provided by inmate # 1 - No criminal justice status - sentenced (suppressed)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN 
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0110,"V0110 - CJ11_2: Name of offense(s) - provided by inmate # 2 - No criminal justice status - sentenced (suppressed)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN 
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0111,"V0111 - CJ11_3: Name of offense(s) - provided by inmate # 3 - No criminal justice status - sentenced (suppressed)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN 
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0112,"V0112 - CJ11_4: Name of offense(s) - provided by inmate # 4 - No criminal justice status - sentenced (suppressed)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN 
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0113,"V0113 - CJ11_5: Name of offense(s) - provided by inmate # 5 - No criminal justice status - sentenced (suppressed)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN 
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0114,"V0114 - CJ11_NCRP3_1: 3-digit NCRP Code (offense(s) from CJ11) # 1 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN 
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0115,"V0115 - CJ11_NCRP3_2: 3-digit NCRP Code (offense(s) from CJ11) # 2 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0116,"V0116 - CJ11_NCRP3_3: 3-digit NCRP Code (offense(s) from CJ11) # 3 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0117,"V0117 - CJ11_NCRP3_4: 3-digit NCRP Code (offense(s) from CJ11) # 4 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0118,"V0118 - CJ11_NCRP3_5: 3-digit NCRP Code (offense(s) from CJ11) # 5 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0119,"V0119 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0120,"V0120 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0121,"V0121 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0122,"V0122 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0123,"V0123 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0124,"V0124 - CJ11_OFF_1: Collapsed offense type (offense(s) from CJ11) # 1 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0125,"V0125 - CJ11_OFF_2: Collapsed offense type (offense(s) from CJ11) # 2 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0126,"V0126 - CJ11_OFF_3: Collapsed offense type (offense(s) from CJ11) # 3 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0127,"V0127 - CJ11_OFF_4: Collapsed offense type (offense(s) from CJ11) # 4 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0128,"V0128 - CJ11_OFF_5: Collapsed offense type (offense(s) from CJ11) # 5 - No criminal justice status - sentenced (CAPI variable)CJ11. For what offenses are you now in prison? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN
THE TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0129,"V0129 - CJ12a: Month arrested for CJ11 offense - No criminal justice status - sentenced (suppressed)CJ12a. In what month and year were you arrested or charged with [CJ11_THAT_OFFENSE_FILL]?  2-DIGIT MONTH:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0130,"V0130 - CJ12b: Year arrested for CJ11 offense - No criminal justice status - sentencedCJ12b. In what month and year were you arrested or charged with [CJ11_THAT_OFFENSE_FILL]?  4-DIGIT YEAR:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0131,"V0131 - CJ13a: Date admitted to prison for CJ11 offense (mo) - No criminal justice status - sentenced (suppressed)CJ13a. On what date were you admitted to prison for (CJ11_THAT_OFFENSE_FILL)?  2-DIGIT MONTH:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0132,"V0132 - CJ13b: Date admitted to prison for CJ11 offense (day) - No criminal justice status - sentenced (suppressed)CJ13b. On what date were you admitted to prison for (CJ11_THAT_OFFENSE_FILL)?  2-DIGIT DAY:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0133,"V0133 - CJ13c: Date admitted to prison for CJ11 offense (yr) - No criminal justice status - sentencedCJ13c. On what date were you admitted to prison for (CJ11_THAT_OFFENSE_FILL)?  4-DIGIT YEAR:Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0134,"V0134 - CJ14TYPE: Offense(s) inmate is awaiting trial or sentencing - type(s)CJ14TYPE. For what offenses are you [CJ2a_FILL]Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0135,"V0135 - CJ14_1: Name of offense(s) - provided by inmate # 1 - Awaiting trial/sentencing - no probation, parole or escape (suppressed)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0136,"V0136 - CJ14_2: Name of offense(s) - provided by inmate # 2 - Awaiting trial/sentencing - no probation, parole or escape (suppressed)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0137,"V0137 - CJ14_3: Name of offense(s) - provided by inmate # 3 - Awaiting trial/sentencing - no probation, parole or escape (suppressed)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0138,"V0138 - CJ14_4: Name of offense(s) - provided by inmate # 4 - Awaiting trial/sentencing - no probation, parole or escape (suppressed)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0139,"V0139 - CJ14_5: Name of offense(s) - provided by inmate # 5 - Awaiting trial/sentencing - no probation, parole or escape (suppressed)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0140,"V0140 - CJ14_NCRP3_1: 3-digit NCRP Code (offense(s) from CJ14) # 1 - Awaiting trial/sentencing - no probation, parole or escape (CAPI variable)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0141,"V0141 - CJ14_NCRP3_2: 3-digit NCRP Code (offense(s) from CJ14) # 2 - Awaiting trial/sentencing - no probation, parole or escape (CAPI variable)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0142,"V0142 - CJ14_NCRP3_3: 3-digit NCRP Code (offense(s) from CJ14) # 3 - Awaiting trial/sentencing - no probation, parole or escape (CAPI variable)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0143,"V0143 - CJ14_NCRP3_4: 3-digit NCRP Code (offense(s) from CJ14) # 4 - Awaiting trial/sentencing - no probation, parole or escape (CAPI variable)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0144,"V0144 - CJ14_NCRP3_5: 3-digit NCRP Code (offense(s) from CJ14) # 5 - Awaiting trial/sentencing - no probation, parole or escape (CAPI variable)CJ14. For what offenses are you [CJ2a_FILL]? (USE THE LOOKUP TABLE TO ENTER OFFENSES. USE ""OTHER"" IF OFFENSE IS NOT FOUND IN THE
TABLE. ENTER ""999"" AFTER THE LAST OFFENSE IS RECORDED.)Taken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
V0145,"V0145 - VARIABLE NOT USEDTaken from: Survey of Prison Inmates, United States, 2016.",numeric,DS1 - Public-Use U.S. Data (state and federal combined)
